Title,Summary,Contents,Photo,Section,Themes,Times,Place,Referenced articles,Related articles,Author,(Source),Publication date,Link,,,,,,,,,,,,,,
,,,,,,,,,,,Público,,https://www.publico.pt/clubep/oferta/restaurantebar-maxime-desconto-em-refeicoes-no-restaurante-maxime-472?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJFbWFpbCI6IiIsIlVzZXIiOiIwMDAwMDAwMC0wMDAwLTAwMDAtMDAwMC0wMDAwMDAwMDAwMDAiLCJuYmYiOjE2MDI4NTUxMTgsImV4cCI6MTYwMjk0MTUxOCwiaWF0IjoxNjAyODU1MTE4LCJpc3MiOiJodHRwczovL3d3dy5wdWJsaWNvLnB0LyIsImF1ZCI6Imh0dHBzOi8vd3d3LnB1YmxpY28ucHQvIiwiYWN0b3J0IjoiZXlKaGJHY2lPaUp1YjI1bElpd2lkSGx3SWpvaVNsZFVJbjAuZXlKb2RIUndPaTh2YzJOb1pXMWhjeTU0Yld4emIyRndMbTl5Wnk5M2N5OHlNREExTHpBMUwybGtaVzUwYVhSNUwyTnNZV2x0Y3k5dVlXMWxJam9pUVZCSkluMC4ifQ.lmVicOsJeER_kZF5w5B4yI-fvM95cy89SNbw976tVe4,,,,,,,,,,,,,,
,,,,,,,,,,,Público,,https://www.publico.pt/2020/10/13/sociedade/noticia/covid19-pressiona-hospital-sao-joao-gabinete-crise-reunese-urgencia-1935084,,,,,,,,,,,,,,
,,,,,,,,,,,Público,,https://www.publico.pt/2020/10/31/desporto/noticia/joao-felix-empurra-atletico-vitoria-frente-osasuna-1937483,,,,,,,,,,,,,,
Semear o futuro e7g | Workshop de cabelos,"O projecto Semear o Futuro E7G, promovido pela junta de Freguesia de Campolide e gerido...","O projecto Semear o Futuro E7G, promovido pela Junta de Freguesia de Campolide e gerido pela Associação Viver Campolide, realizou no dia 9 OUtuburo um WOrkshop de cuidados com cabelo crespo/cacheado. A iniciativa decooreu no LIberdade Atlético Clube, onde os jovens tiveram a oportunidade de experimentar vários produtos capilares, conhecer os diferentes tipos de fio de cabelo, aprender técnicas e estratégias para cuidar do cabelo e, por fim, valorizar a beleza do cabelo crespo/cacheado! O workshop foi dinamizado por uma das fundadores da página Hair_NID', especialmente dedicada a este tema. No final levaram um brinde: uma amostra de máscara de nutrição à base de leite de côco!",https://www.jf-campolide.pt//images/articles/src/a2165-workshopdecabelos2.jpg?t=1607605593,Acção Social,,9/10/2020,Liberdade Atlético Clube,,,,Junta de freguesia: Campolide,23/10/2020,https://www.jf-campolide.pt/servicos/accao-social/2165-semear-o-futuro-e7g-workshop-de-cabelos,,,,,,,,,,,,,,
Trabalhos de deservagem e limpeza,"Trabalhos de deservagem e limpeza de passeios e taludes no Bairro Calçada dos Mestres, realizados...","Trabalhos de deservagem e limpeza de passeios e taludes no Bairro Calçada dos Mestres, realizados no dia 17 de OUtubro. Trabalhamos diariamente por uma Freguesia limpa e cuidada.",https://www.jf-campolide.pt//images/articles/src/a2167-bairrocaladamestres7.jpg?t=1607606082,Espaços Verdes,,17/10/2020,Bairro Calçada dos Mestres,,,,Junta de freguesia: Campolide,23/10/2020,https://www.jf-campolide.pt/servicos/espacos-verdes/2167-trabalhos-de-deservagem-e-limpeza-3,,,,,,,,,,,,,,
Universidade Sénior | Regresso às aulas,"A Universidade Sénior de Campolide está de regresso, explorando as possibilidades do ensino pelo Internet...","A Universidade Sénior de Campolide está de regresso, explorando as possibilidades do ensino pela Internet. A partir de 02 de Novembro, semanalmente, irão decorrer em formato online, através da plataforma Zoom, aulas de expressão dramática, canto, escrita criativa, psicodrama, inteligência emocional e a manutençao de um clube de leitura. Inscrições através do telefone 21 388 46 07. É tempo de voltar a descobrir que nuna é tarde para aprender.",https://www.jf-campolide.pt//images/articles/src/a2170-universidadesnior.jpg?t=1607613608,Acção Social » Universidade Sénior,,02/11/2020 - ?,Universidade Sénior de Campolide,,,,Junta de freguesia: Campolide,23/10/2020,https://www.jf-campolide.pt/servicos/accao-social/64-universidade-senior/2170-universidade-senior-regresso-as-aulas,,,,,,,,,,,,,,
Concuso Eco-Famílias XXI,,"O Eco-Famílias XXI é um projeco desenvolvido pela ABAE e pela Junta de Freguesia de Campolide e visa informar a população em geral sobre opções de vida mais sustentáveis. O Eco-Famílias XXI é uma projecto desenvolvido pela AAE e pela Junta de Freguesia de Campolide e visa infromar a população em geral sobre opções de vida mais sustentáveis. A quem se dirige: Todas as famílias que residam na Freguesia de Campolide. Prémios: Os prémios serão atribuídos às 3 famílias da freguesia com pontuação mais elevada no questionário que resopnderam online. 1º Prémio - 4 Cabazes de Produto Biológicos (1 cabaz semanal); 2º Prémio - 2 Cabazes de Produtos Biológicos (1 cabaz de 2 em 2 semanas); 3º Prémios - 1 Cabaz de Produtos Biológicos; O Eco-Famílias pretende distinguir e premiar as famílias da freguesia que demonstrarem, através da sua participação as suas preocupações com o ambiente, o território e a comunidade. A particpação da população da freguesia no ""Concurso Eco-Famílias XXI na Junta de Freguesia de Campolide"" contribui para a candidatura da freguesia a Eco-Freguesia XXI. https://ecofreguesias21.abae.pt/eco-familias-2020/campolide/ ",https://www.jf-campolide.pt//images/articles/src/a2172-concurso-eco-famlias-xxi.jpg?t=1607613830,Acção Social,,06/11/2020 - 31/12/2020,Freguesia de Campolide,,,,Junta de freguesia: Campolide,6/11/2020,https://www.jf-campolide.pt/servicos/accao-social/2172-concurso-eco-familias-xxi,,,,,,,,,,,,,,
Controlo de Pragas,"Ao longo desta semana, a Câmara Municipal de LIsboa está a realizar acções de desbaratização...","Ao longo desta semana a Câmara Municipal de Lisboa está a realizar acções de desbaratização em algumas ruas da Freguesia. Prevê-se que itnervenção decorra entre dia 28 de Stembro e dia 2 de Outubro. Os aruamentos visados são: Rua da Bela Flor, Rua Pedreira do Fernandinho, Calçada Dos 7 Moinhos, Rua do Garcia, Rua Partiuclar nº2, Calçada da Quintinha, Rua Professor Sousa da Câmara, VIla Maria, Calçada dos Mestres, Bairro do Aqueduto, Da Rua 1 a Rua 12, Rua Conde Antas, Areas Envolventes.",https://www.jf-campolide.pt//images/articles/src/a2148-controlopragas.jpg?t=1607614548,Higiene Urbana,,28/09/2020 - 2/10/2020,Rua da Bela Flor; Rua Pedreira do Fernandinho; Calçada Dos 7 Moinhos; Rua do Garcia; Rua Partiuclar nº2; Calçada da Quintinha; Rua Professor Sousa da Câmara; VIla Maria; Calçada dos Mestres; Bairro do Aqueduto; Da Rua 1 a Rua 12; Rua Conde Antas; Areas Envolventes.,,,,Junta de freguesia: Campolide,20/10/2020,https://www.jf-campolide.pt/servicos/higiene-urbana/2148-controlo-de-pragas,,,,,,,,,,,,,,
Reparações de calçadas,,"No dia de Outubro, realizaram reparações de calçada no estacionamento na Rua de Campolide. Diariamente, a equipa de Espaço Público da JFC assegura que os passeios estão em boas condições, garantindo a segurança de todas aqueles que cerculam na via pública.",https://www.jf-campolide.pt//images/articles/src/a2151-reparaes-de-caladas4.jpg?t=1607614785,Espaço Público,,7/10/2020,estacionamento na Rua de Campolide,,,,Junta de freguesia: Campolide,20/10/2020,https://www.jf-campolide.pt/servicos/espaco-publico/2151-reparacoes-de-calcadas,,,,,,,,,,,,,,
Desmatação do talude da Rua dos Arcos e do talude da 2ª Rua Particular ao Bairro da Serafina,"A nossa equipa realizou no passado dia 03 de Outubro, a desmatação do talude da...","A nossa equipa realizou no passado dia 03 de Outubro, a desmatação do talude da Rua dos Arcos e do taulde da 2ª Rua Particular ao Bairro da Serafina. Seguiu-se a limpeza dos referidos tauldes pelo Departamento de Higiene Urbana da FJC no dia 08 de Outubro. Trabalhamos diariamente por uma Freguesia limpa e cuidade.",https://www.jf-campolide.pt//images/articles/src/a2154-121571733_3763070890383982_7848779144470345925_o.jpg?t=1607614905,Espaço Verdes,,3/10/2020,O talude da Rua dos Arcos; o talude da 2ª Rua Particular ao Bairo da Serafina,,,,Junta de freguesia: Campolide,20/10/2020,https://www.jf-campolide.pt/servicos/espacos-verdes/2154-desmatacao-do-talude-da-rua-dos-arcos-e-do-talude-da-2-rua-particular-ao-bairro-da-serafina,,,,,,,,,,,,,,
Manutenção de relvados e canteiros,,"No que diz respeito às áreas ajardinadas da nossa Freguesia, a equipa da FJC garante cuidados ao longo de todo o ano. No dia 09 de Outubro actuou no Bairro da Bela Flor e realizou a manutenção de relvados e canteiros. Trabalhamos diariamente por uma Freguesia Limpa e cuidada.",https://www.jf-campolide.pt//images/articles/src/a2155-reas-ajardinadas1.jpg?t=1607615148,Espaço Verdes,,9/10/2020,ajardinadas do Bairro da Bela Flore,,,,Junta de freguesia: Campolide,,https://www.jf-campolide.pt/servicos/espacos-verdes/2155-manutencao-de-relvados-e-canteiros,,,,,,,,,,,,,,
Espaço Público | Junta de Freguesia de Campolide,"Manter os passeios em bom estado, para que todos os Vizinhos e Vizinhas circulem em...","Diariamente, a equipa de Espaço Público da JFC assegura que os passeios estão em boas condições, garantindo a segurança de todas aqueles que circulam na via pública. Recentemente foram feitas intervenções na Rua Ferreira Chves e foram colocados pilaretes na Calçada dos Mestres para garantir a circulação segura de peões.",,Espaço público,,,,,,,Junta de freguesia: Campolide,15/10/2020,https://www.jf-campolide.pt/servicos/espaco-publico/2140-espaco-publico-junta-de-freguesia-de-campolide-2,,,,,,,,,,,,,,
Trabalhos de manutenção,"Diariamente, a equipa de Espaço Público da FJC assegura que os passeios estão em boas...",,https://www.jf-campolide.pt//images/articles/src/a2141-manuteno3.jpg?t=1607615547,Espaço público,,,Rua Ferreira Chaves; Calçada dos Mestres,,,,Junta de freguesia: Campolide,15/10/2020,https://www.jf-campolide.pt/servicos/espaco-publico/2141-trabalhos-de-manutencao-2,,,,,,,,,,,,,,
Limpeza de talude,A Equipa e Espaços Verdes da JFC realizou no passado dia 25 de Setembro a...,A Equipa de Espaços Verdes da JFC realizou no passado dia 26 de Setembro a desmatação e limpeza do Talude dos Gatos situado na Rua do Arco do Carvalhão. Trabalhamos diariamente por uma Freguesia limpa e cuidada.,https://www.jf-campolide.pt//images/articles/src/a2142-limpezatalude1.jpg?t=1607605510,Espaços verdes,,26/09/2020,"Talude dos Gatos, na Rua do Arco do Carvalhão",,,,Junta de freguesia: Campolide,15/10/2020,https://www.jf-campolide.pt/servicos/espacos-verdes/2142-limpeza-de-talude-4,,,,,,,,,,,,,,
Limpeza de talude,,A Equipa de Espaços Verdes da JFC realizou no passado dia 26 de Setembro a desmatação e limpeza do Talude dos Gatos situado na Rua do Arco do Carvalhão. Trabalhamos diariamente por uma Freguesia limpa e cuidada.,,Espaços verdes,,26/09/2020,"Talude dos Gatos, na Rua do Arco do Carvalhão",,,,Junta de freguesia: Campolide,15/10/2020,https://www.jf-campolide.pt/servicos/espacos-verdes/2143-limpeza-de-talude-5,,,,,,,,,,,,,,
Enfermagem - Horário de Inverno,,"A junta de Fregusia de Campolide informa todos os Vizinhos e Viinhas que, a partir de 26 de Outubro, o atendimento de Enfermagem, durante o período de vacinação, será realizado às 2as, 4as, e 5as feiras, das 09h30 às 12h00.",http://www.jf-campolide.pt//images/articles/src/a2171-enfermagem-horrio-de-inverno.jpg?t=1607616016,Posto de Saúde,,26/10/2020,atendimento de Enfermagem (https://goo.gl/maps/HmHtmmGKFiNWW6ex7),,,,Junta de freguesia: Campolide,23/10/2020,http://www.jf-campolide.pt/equipamentos/posto-medico/2171-enfermagem-horario-de-inverno,,,,,,,,,,,,,,
Intervenção na PRaça de Campolide,,"A Praça de Campolide foi alvo de intervenção no passado dia 15 de Outubro, tendo a equipa da JFC realizado a manutenção dos seus relvados e canteiros. Trabalhamos diariamente por uma Freguesia limpa e cuidada.",http://www.jf-campolide.pt//images/articles/src/a2164-praacampolide5.jpg?t=1607616322,Espaço verdes,,16/10/2020,Praça de Campolide,,,,Junta de freguesia: Campolide,,http://www.jf-campolide.pt/equipamentos/posto-medico/2171-enfermagem-horario-de-inverno,,,,,,,,,,,,,,
Covid-19 | Suspensão serviço Campolide Soma&Segue,,"Informamos todos os Vizinhos e Vizinhas que o serviço Campolide Soma&Segue permanecerá suspenso, por força da evolução dos números de casos de Covid-19. Agredecemos a compreensão.",http://www.jf-campolide.pt//images/articles/src/a2163-somaesegue.jpg?t=1607616518,Avisos,,,,,,,Junta de freguesia: Campolide,,http://www.jf-campolide.pt/atendimento/avisos/2163-covid-19-suspensao-servico-campolide-soma-segue,,,,,,,,,,,,,,
Parklets Lx | Trazer a Vida de Volta às Ruas de Lisboa!,,"Sábado, 10 de Outubro, foi dia do evento ""Parklets LX"" em Cmapolide, organizado peela Bicicultura Portugal, ISEG - Lisbon School of Economics & Management e Junta de Freguesia de Campolide. Parklets são micro-espaços públicos de descontracção e encontro, estendendo a casa das pessoas à rua, através da conversão de antigos lugares de estacionamento em espaços públicos de fuição e usufruto, com área para sentar, brincar e conviver. A ideia dos parklets é promover a transição para uma cidade mais sustentável, com qualidade de vida para os residentes e trabalhadores, maior coesão da comunidade e vitalidade do comércio local. Esta iniciativa serviu para demonstrar e testar este conceito, mas também para recolher opiniões e sensibilidades da população para a instalação de uma estrutura permanente desta natureza.",http://www.jf-campolide.pt//images/articles/src/a2160-parkletslx5.jpg?t=1607616648,Espaço público,,10/10/2020,?,,,,Junta de freguesia: Campolide,23/10/2020,http://www.jf-campolide.pt/servicos/espaco-publico/2160-parklets-lx-trazer-a-vida-de-volta-as-ruas-de-lisboa,,,,,,,,,,,,,,
Gelataria Luc Duc | Gelados com o calor da paixão,,"Um italiano e um descendente de vietnamitas montaram uma gelataria na Rua de Campolide há três anos. O sucesso não se fez esperar, com gelados artesanais e 24 sabores para todos os gostos. Com mais ou menos calor, no Verão ou no Inverno, delicie-se nesta gelataria, onde se respira a felicidade de um sorvete.",http://www.jf-campolide.pt//images/articles/src/a2158-gelataria-luc-duc1.jpg?t=1607616915,Avisos,,,Luc Duc (https://g.page/lucducgelateria?share),,,,Junta de freguesia: Campolide,,http://www.jf-campolide.pt/atendimento/avisos/2158-gelataria-luc-duc-gelados-com-o-calor-da-paixao,,,,,,,,,,,,,,
COVID-19 | Estado de Calamidade até 31 de Outubro,,Covid-19 | Estado de Calamidade até 31 de outubro. Conheça as novas regras e recomendações,http://www.jf-campolide.pt//images/articles/src/a2157-covid-19-15outubro.jpg?t=1607617206,Avisos,Condicionamentos,? - 31/10/2020,JFC,,,,Junta de freguesia: Campolide,,http://www.jf-campolide.pt/atendimento/avisos/2157-covid-19-estado-de-calamidade-ate-31-de-outubro,,,,,,,,,,,,,,
"Condicionamento de trânsito | Rua Arco do Carvalhão, nºs 54-54-B",,"Por motivo de licação de ramal/faixa de rodagem, o trânsito estará condicionado na Rua Arco do Carvalhão, nºs 54-54-B Prevê-se estreitamento de via, no seguinte período:  - De 23 a 32 de Outubro, entre as 09h00 e as 17h30",http://www.jf-campolide.pt//images/articles/src/a2169-tc2obras.jpg?t=1607617295,Avisos,Condiconamentos,23/10/2020 - 31/10/2020,"a Rua Arco do Carvalhão, nºs 54-54-B",,,,Junta de freguesia: Campolide,23/10/2020,http://www.jf-campolide.pt/atendimento/avisos/2169-condicionamento-de-transito-rua-arco-do-carvalhao-n-s-54-54-b,,,,,,,,,,,,,,
"Condicionamento de trânsito | Jardim de Campolide/Avendia José Malhoa, nº19 (trasieras)",,"Por motivo de autogrua, o trânsito estará condicionado no Jardim de Campolide/Avendia José Malhoa, nº 19 (traseiras). Prevêem-se alterações ao estacionamento, no seguinte período: - de 23 a 24 de Outubro, entre as 08h00 e as 18h00.",http://www.jf-campolide.pt//images/articles/src/a2168-grua-aviso.jpg?t=1607617443,Avisos,Condicionamentos,23/10/2020 - 24/10/2020,Jardim de Campolide/Avenida José Malhoa,,,,Junta de freguesia: Campolide,,http://www.jf-campolide.pt/atendimento/avisos/2168-condicionamento-de-transito-jardim-de-campolide-avenida-jose-malhoa-n-19-traseiras,,,,,,,,,,,,,,
Condicionamento de trânsito | Parque Urbano da Praça de Espanha e separador central da Avenida Columbano Bordalo Pinheiro.,,"Por motivo de plantação/poda de árvores, o trânsito estará condicionado no Parque Urbano da Praça de Espanha e separador central da Avenida Columbano Bordalo Pinheiro. Prevê-se estreitamento de via, no seguinte período: - De 21 de Outubro a 06 de Novembro, entre as 10h00 e as 16h00.",http://www.jf-campolide.pt//images/articles/src/a2166-tc_arvores.jpg?t=1607617601,Avisos,Condicionamentos,21/10/2020 - 6/11/2020,Parque Urbano da Praça de Espanha e separador central da Avenida Columbano Bordalo Pinheiro,,,,Junta de freguesia: Campolide,6/11/2020,http://www.jf-campolide.pt/atendimento/avisos/2166-condicionamento-de-transito-parque-urbano-da-praca-de-espanha-e-separador-central-da-avenida-columbano-bordalo-pinheiro,,,,,,,,,,,,,,
Safe Estrela,,"Safe EStrela vem apioar o comercio local através de espalanadas amplas em espaços públicos. Basta aceder à plataforma Safe Estrela, escolher um restaurante e reservar mesa nas esplandas disponíveis. A Junta de Freguesia de EStrela garante que todas as normas da DGS são respeitadas. Com o propósito de estimular o comércio local, por vários espaços públicos da freguesia, numa primeira fase até o fim de agosto, a JFE disponibiliza esplanadas comunitárias distribuídas pela freguesia. Através da plataforma www.safeestrela.pt pode reservar mesa, até dez pessoas, e escolher um dos estabelecimentos parceiros para servir a sua refeição.",https://www.jf-estrela.pt/images/freguesia/eventos/166/imagem_166.png,Agenda,,"25/06/2020 - 31/12/2020, 10h-23h",JFE,,,,Junta de freguesia: Estrela,,https://www.jf-estrela.pt/eventos-e-noticias/agenda/166,,,,,,,,,,,,,,
Inscrições | Vacinação gaaruita contra a gripe,,"Inscreva-se para beneficiar da vacinação gratuita contra a gripe. Esta companha destina-se a pessoas com idade igual ou superior a 65 anos. Sendo que a inscrição é obrigatória através da linha SOS Estrela - 911543879 ou 915243647 - das 9h00 às 17h00 ou numa farmácia aderente. A inscrição deve ser feita até dia 14 de outubro às 17h, e tem de apresentar obrigatoriamente os seguintes documentos: Cartão de Cidadão ou Bilhete de Identidade e Número do Serviço Nacional de Saúde.",https://www.jf-estrela.pt/images/freguesia/eventos/169/imagem_169.png,Agenda,,"01/10/2020 - 14/10/2020, 09h00-17h00",,,,,Junta de freguesia: Estrela,,https://www.jf-estrela.pt/eventos-e-noticias/agenda/169,,,,,,,,,,,,,,
